ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-12944,3,5/11/2024,5/11/2024,34.38070669,83.89469523,34.28253372,80.85756305,2.434,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Sunset,Day,Sunset,Night
A-12945,1,9/28/2023,9/28/2023,11.52672517,77.87007324,19.19098287,69.88919389,2.479,Power outage affecting traffic signals,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Sunset,Twilight
A-12946,5,10/6/2023,10/6/2023,18.11637443,87.99261936,33.86460101,69.16142879,1.836,Accident near busy intersection,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Night,Sunset,Twilight,Twilight
A-12947,5,6/11/2023,6/11/2023,34.91365593,74.53000568,28.27343639,78.56986289,2.231,Vehicle accident with minor impact,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Sunset,Twilight,Sunset,Night
A-12948,2,4/11/2023,4/11/2023,26.19565214,94.56545749,29.18590029,80.16742333,4.047,Pedestrian accident causing delay,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Night,Night,Dawn,Sunset
A-12949,4,11/1/2020,11/1/2020,16.02269384,86.37588332,35.71453957,95.29529384,2.057,Accident near busy intersection,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Day,Sunset,Day,Sunset
A-12950,1,8/18/2020,8/18/2020,10.96620616,87.71239549,30.22620649,92.66531912,2.726,Heavy traffic due to construction work,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Sunset,Night,Sunset,Sunset
A-12951,5,8/20/2021,8/20/2021,36.16907209,84.91720569,31.08458062,85.28563242,2.928,Accident near busy intersection,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Dawn,Sunset,Day,Dawn
A-12952,2,5/25/2024,5/25/2024,10.70953833,69.89379836,7.953280229,93.79583528,2.036,Heavy traffic due to construction work,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Dawn,Sunset,Dawn,Dawn
A-12953,2,5/8/2022,5/8/2022,21.43768143,96.24898603,13.33062607,69.65320401,2.511,Power outage affecting traffic signals,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Night
A-12954,5,12/6/2023,12/6/2023,26.21965383,74.59518188,11.56791357,93.90986521,1.379,Minor traffic disruption due to road work,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Sunset,Dawn,Day,Day
A-12955,4,4/15/2020,4/15/2020,16.52793565,87.26319439,32.55908989,83.93085983,3.357,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Night,Dawn,Night,Dawn
A-12956,4,7/12/2020,7/12/2020,26.74626097,86.63204908,7.554982725,76.43641947,1.772,Pedestrian accident causing delay,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Sunset,Day,Dawn,Sunset
A-12957,1,12/14/2020,12/14/2020,25.79033186,80.44082759,7.537482945,91.26981456,2.85,Pedestrian accident causing delay,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Sunset,Sunset,Twilight,Sunset
A-12958,3,12/28/2023,12/28/2023,6.78366077,93.2983444,16.27100734,70.59014004,1.242,Delays caused by roadblock or construction,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Twilight,Night,Night,Night
A-12959,5,4/22/2020,4/22/2020,29.31450312,74.73094121,30.22739936,70.44893013,2.84,Vehicle breakdown on major highway,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Day,Dawn,Twilight,Day
A-12960,1,4/16/2024,4/16/2024,30.62021352,71.42230668,26.96383977,80.00502857,3.078,Vehicle accident with minor impact,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Day,Sunset,Twilight,Day
A-12961,1,1/16/2021,1/16/2021,34.07154028,84.55690097,34.91970999,82.61341292,3.666,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Dawn,Dawn,Sunset,Dawn
A-12962,4,3/26/2024,3/26/2024,33.25658286,73.12500191,26.06307364,80.70156744,3.121,Power outage affecting traffic signals,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Night,Twilight,Sunset,Sunset
A-12963,1,8/26/2021,8/26/2021,32.67726473,96.40167736,33.18755658,72.5128325,2.055,Pedestrian accident causing delay,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Day,Night,Day,Dawn
A-12964,4,7/3/2024,7/3/2024,10.73342134,87.40684156,9.327770102,71.152961,1.261,Vehicle accident with minor impact,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Night,Day,Day,Sunset
A-12965,1,3/16/2023,3/16/2023,8.834396823,91.83792292,23.81613866,96.32951115,4.833,Power outage affecting traffic signals,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Dawn,Twilight,Twilight,Sunset
A-12966,5,10/11/2023,10/11/2023,35.58830225,77.59286061,36.70710326,70.18817406,0.762,Delays caused by roadblock or construction,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Day,Night,Dawn,Dawn
A-12967,4,8/23/2023,8/23/2023,28.26129374,70.05176584,19.52778644,94.2816339,1.925,Vehicle accident with minor impact,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Dawn,Night,Twilight,Sunset
A-12968,4,7/6/2021,7/6/2021,28.38357179,68.18253468,7.254063689,90.26468167,4.468,Vehicle breakdown on major highway,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Night,Night,Day,Night
A-12969,3,4/11/2023,4/11/2023,32.62790723,94.21563089,35.00283796,88.55686852,0.579,Heavy traffic due to construction work,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Twilight,Twilight,Dawn,Night
A-12970,1,11/11/2024,11/11/2024,20.43079477,81.46834652,35.72252454,86.13042578,1.576,Power outage affecting traffic signals,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Night,Night,Night,Twilight
A-12971,4,10/9/2020,10/9/2020,20.06710769,95.9999319,6.000499019,74.5151682,0.79,Accident near busy intersection,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Twilight,Day,Sunset,Dawn
A-12972,4,1/14/2020,1/14/2020,18.60643898,88.20578999,32.78576863,88.97594444,1.717,Construction detour causing congestion,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Dawn,Sunset,Night,Dawn
A-12973,3,11/16/2022,11/16/2022,35.45244902,83.06736309,10.26000056,69.35026658,4.908,Pedestrian accident causing delay,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Day,Dawn,Dawn,Night
A-12974,1,3/5/2022,3/5/2022,16.24042094,82.34717442,31.13936034,85.28037792,4.651,Heavy traffic due to construction work,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Twilight,Twilight,Dawn,Dawn
A-12975,4,8/26/2022,8/26/2022,36.65195921,69.9642227,11.58994827,76.98174934,1.512,Accident near busy intersection,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Twilight,Sunset,Sunset,Night
A-12976,4,12/7/2023,12/7/2023,31.45186176,70.2006147,8.985574367,96.30899841,3.589,Vehicle breakdown on major highway,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Dawn,Sunset,Dawn,Night
A-12977,3,10/30/2024,10/30/2024,15.55862199,74.88850749,17.32304934,96.25113733,1.777,Power outage affecting traffic signals,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Twilight,Sunset,Twilight,Night
A-12978,1,9/24/2020,9/24/2020,18.78028002,73.96945177,11.58807238,84.49684341,2.987,Vehicle accident with minor impact,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Night,Twilight,Dawn,Sunset
A-12979,5,12/7/2024,12/7/2024,6.202379926,72.20652959,29.47235821,79.68052744,4.897,Delays caused by roadblock or construction,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Twilight,Night,Sunset,Night
A-12980,1,6/26/2024,6/26/2024,36.16198487,82.54298345,29.10294725,91.06929618,1.592,Accident near busy intersection,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Day,Twilight,Sunset,Sunset
A-12981,2,3/3/2020,3/3/2020,18.58674556,78.85615236,34.18199777,93.46051207,1.454,Power outage affecting traffic signals,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Twilight,Dawn,Day,Night
A-12982,3,4/29/2020,4/29/2020,10.24637094,72.76223272,19.41415788,83.32120631,2.87,Delays caused by roadblock or construction,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Twilight,Twilight,Sunset,Sunset
A-12983,2,5/30/2022,5/30/2022,23.91253586,72.41065474,18.69719448,75.92565284,3.587,Delays caused by roadblock or construction,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Twilight,Sunset,Night,Sunset
A-12984,3,4/11/2024,4/11/2024,14.58159877,96.77518344,11.85322526,90.24786199,4.447,Vehicle accident with minor impact,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Sunset,Night,Twilight,Dawn
A-12985,3,4/3/2024,4/3/2024,14.05277492,73.42693199,25.56128091,76.02833995,3.695,Construction detour causing congestion,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Day,Dawn,Night,Sunset
A-12986,3,12/26/2021,12/26/2021,27.22809673,91.84945472,25.53621245,72.96878438,3.448,Construction detour causing congestion,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Dawn,Day,Twilight,Twilight
A-12987,4,6/24/2024,6/24/2024,32.2852404,69.49846487,35.59288225,72.34980662,3.368,Accident near busy intersection,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Sunset,Twilight,Dawn,Sunset
A-12988,2,7/25/2023,7/25/2023,20.22905409,81.02235032,6.691433443,89.17180343,2.352,Accident near busy intersection,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Twilight,Day,Day,Day
A-12989,1,7/16/2024,7/16/2024,12.12538272,93.89579271,19.87297119,87.41370044,4.248,Heavy traffic due to construction work,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Day,Dawn,Dawn,Twilight
A-12990,5,8/30/2024,8/30/2024,21.35570598,77.47844006,24.23063076,72.31242581,2.545,Vehicle breakdown on major highway,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Dawn,Dawn,Night,Twilight
A-12991,1,1/28/2023,1/28/2023,32.70626205,70.90956901,11.91063588,93.30479058,4.942,Power outage affecting traffic signals,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Day,Dawn,Night
A-12992,2,7/28/2023,7/28/2023,25.57698428,72.53291384,30.91083776,95.97483413,4.191,Minor traffic disruption due to road work,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Twilight,Dawn,Day,Dawn
A-12993,5,12/9/2023,12/9/2023,7.858523186,92.08802232,20.19592853,89.78607254,3.738,Vehicle accident with minor impact,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Dawn,Night,Day,Day
A-12994,4,12/16/2020,12/16/2020,7.544145572,70.43377511,16.30129978,69.50061131,4.161,Pedestrian accident causing delay,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Sunset,Dawn,Twilight,Night
A-12995,5,10/7/2022,10/7/2022,24.61474823,72.1146739,13.31750665,83.56011833,1.566,Pedestrian accident causing delay,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Night,Sunset,Sunset,Night
A-12996,3,11/22/2022,11/22/2022,8.508823099,85.4101757,11.37968558,96.57584513,0.832,Heavy traffic due to construction work,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Night,Dawn,Day,Night
A-12997,3,5/9/2024,5/9/2024,18.75085444,92.06156191,29.58981261,83.58388086,2.976,Delays caused by roadblock or construction,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Night,Day,Twilight,Twilight
A-12998,4,4/20/2023,4/20/2023,27.03852124,96.77329678,27.11043845,93.55202326,3.726,Power outage affecting traffic signals,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Night,Sunset,Sunset,Dawn
A-12999,1,9/7/2020,9/7/2020,34.76043838,68.76818526,35.65397751,91.81114669,4.794,Heavy traffic due to construction work,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Dawn,Sunset,Day,Sunset
A-13000,5,3/3/2023,3/3/2023,34.37570084,85.28028621,21.86714242,79.86218209,1.029,Construction detour causing congestion,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sunset,Dawn,Sunset,Twilight
A-13001,5,4/25/2021,4/25/2021,13.02865201,87.96225695,7.779647248,71.74522059,4.203,Pedestrian accident causing delay,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Sunset,Twilight,Dawn,Twilight
A-13002,1,12/31/2021,12/31/2021,31.88039034,85.5826064,34.42826604,85.82793136,3.3,Vehicle breakdown on major highway,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Dawn,Sunset,Twilight,Dawn
A-13003,1,4/7/2024,4/7/2024,23.67639812,85.37112551,26.114117,84.96582971,2.301,Accident near busy intersection,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Twilight,Sunset,Twilight,Sunset
A-13004,4,3/8/2020,3/8/2020,6.005031506,85.78581353,25.04613315,77.51015671,1.871,Accident near busy intersection,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Night,Night,Night,Sunset
A-13005,1,11/9/2024,11/9/2024,20.80950514,92.10090804,33.21613707,69.03750612,1.779,Accident near busy intersection,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Twilight,Night,Day,Twilight
A-13006,1,9/24/2020,9/24/2020,31.23809598,87.7795047,33.27258385,94.9370358,1.013,Vehicle accident with minor impact,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Day,Twilight,Twilight,Sunset
A-13007,2,12/31/2021,12/31/2021,35.39584164,96.06884277,33.23635011,73.56681069,4.192,Pedestrian accident causing delay,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Dawn,Night,Twilight,Dawn
A-13008,4,1/17/2023,1/17/2023,9.65405936,78.30160223,12.67667851,96.15840858,0.861,Heavy traffic due to construction work,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Twilight,Sunset,Day,Dawn
A-13009,3,9/15/2023,9/15/2023,29.76816696,75.66678979,14.59189975,88.8714588,4.911,Heavy traffic due to construction work,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Twilight,Dawn,Twilight,Night
A-13010,5,8/19/2023,8/19/2023,25.07707225,68.25575564,32.67827139,83.18870258,0.958,Construction detour causing congestion,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Sunset,Day,Night
A-13011,2,1/30/2023,1/30/2023,29.81870239,71.14955515,28.06173191,92.35035336,1.876,Power outage affecting traffic signals,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Dawn,Night,Day,Night
A-13012,4,5/17/2024,5/17/2024,34.15882719,69.97398694,16.95546674,68.3347224,2.444,Pedestrian accident causing delay,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dawn,Night,Sunset,Twilight
A-13013,5,8/29/2022,8/29/2022,17.79006018,96.21065993,27.58615384,89.93410923,3.079,Construction detour causing congestion,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Day,Dawn,Day,Night
A-13014,1,8/25/2022,8/25/2022,33.23420033,93.22210315,31.17690607,86.13885372,3.517,Construction detour causing congestion,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day,Day,Dawn,Dawn
A-13015,4,8/22/2020,8/22/2020,29.70262559,85.56097321,9.195504582,73.44837434,1.085,Vehicle accident with minor impact,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Night,Sunset,Sunset,Twilight
A-13016,3,6/29/2020,6/29/2020,17.43259684,94.77300337,10.71588708,74.77244288,3.693,Minor traffic disruption due to road work,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Dawn,Sunset,Sunset,Dawn
A-13017,3,4/9/2023,4/9/2023,14.3998688,72.81010169,29.14411197,93.12677886,3.828,Vehicle accident with minor impact,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sunset,Sunset,Day,Night
A-13018,2,1/20/2020,1/20/2020,13.0606721,71.25302696,32.60128402,76.64568891,4.293,Power outage affecting traffic signals,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Dawn,Night,Sunset,Sunset
A-13019,4,8/19/2020,8/19/2020,27.28125434,93.11474348,24.80493459,68.93227149,4.851,Vehicle accident with minor impact,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Dawn,Twilight,Twilight,Day
A-13020,5,3/29/2021,3/29/2021,34.0001925,96.96788672,29.24898588,94.95904221,1.199,Minor traffic disruption due to road work,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Dawn,Day,Dawn,Sunset
A-13021,1,5/15/2023,5/15/2023,9.019997971,73.94873591,7.941329852,86.24115997,4.136,Vehicle accident with minor impact,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Dawn,Sunset,Day,Twilight
A-13022,2,1/22/2024,1/22/2024,33.62533367,91.55190374,25.79567024,89.03126061,1.769,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Sunset,Night,Night,Twilight
A-13023,3,1/8/2021,1/8/2021,18.70714031,70.67920433,23.41288109,76.2958871,4.028,Heavy traffic due to construction work,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Dawn,Sunset,Sunset,Night
A-13024,4,2/28/2023,2/28/2023,33.74553525,73.86291757,13.34253212,93.06595632,1.922,Heavy traffic due to construction work,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Dawn,Day,Dawn,Sunset
A-13025,1,3/16/2024,3/16/2024,25.40757156,90.487862,35.20309669,81.96678508,4.962,Power outage affecting traffic signals,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Dawn,Twilight,Day,Twilight
A-13026,5,3/10/2022,3/10/2022,19.64837504,90.78029291,35.08353919,71.57359035,3.44,Heavy traffic due to construction work,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Night,Day,Night,Twilight
A-13027,4,8/22/2020,8/22/2020,35.12403023,95.90544884,23.7099753,83.77756778,1.647,Pedestrian accident causing delay,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Dawn,Day,Sunset,Sunset
A-13028,2,4/13/2024,4/13/2024,33.01011417,89.74286178,24.99776371,75.39927062,1.401,Heavy traffic due to construction work,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Sunset,Dawn,Night,Sunset
A-13029,1,10/2/2024,10/2/2024,11.89497832,72.32077316,26.5618089,75.48752755,3.332,Delays caused by roadblock or construction,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-13030,3,9/26/2024,9/26/2024,25.61240725,68.36271448,14.84187798,91.29612698,4.884,Construction detour causing congestion,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Twilight,Dawn,Night,Sunset
A-13031,2,9/16/2024,9/16/2024,11.11086787,82.85306022,15.40106309,95.63947711,4.107,Power outage affecting traffic signals,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Dawn,Sunset,Dawn,Sunset
A-13032,3,9/9/2022,9/9/2022,14.53671364,77.54028256,24.61533174,81.62432017,4.988,Vehicle breakdown on major highway,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Sunset,Dawn,Dawn,Twilight
A-13033,2,1/12/2024,1/12/2024,21.93349098,85.90244621,16.99961231,87.08605168,2.716,Vehicle breakdown on major highway,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Sunset,Sunset,Twilight,Night
A-13034,2,7/5/2024,7/5/2024,35.35212825,82.03287741,36.4729654,80.19416625,0.878,Minor traffic disruption due to road work,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Dawn,Sunset,Day,Day
A-13035,1,10/17/2022,10/17/2022,19.53521985,79.77754527,18.4475871,78.76772095,2.038,Vehicle accident with minor impact,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Sunset,Dawn,Night,Twilight
A-13036,3,8/27/2023,8/27/2023,26.6334307,93.97698097,10.81217129,74.00838805,2.475,Delays caused by roadblock or construction,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Sunset,Night,Twilight,Night
A-13037,2,4/1/2024,4/1/2024,20.49040883,74.72603017,20.14023644,79.98721966,3.448,Power outage affecting traffic signals,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Day,Night,Twilight,Sunset
A-13038,1,3/4/2023,3/4/2023,35.82196894,84.4235745,31.78342574,75.46944925,2.602,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Dawn,Dawn,Night,Twilight
A-13039,4,9/10/2021,9/10/2021,19.26190173,96.70406077,32.17596573,94.29775951,3.797,Heavy traffic due to construction work,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Twilight,Sunset,Dawn,Day
A-13040,1,12/16/2022,12/16/2022,9.52265287,84.56278657,23.1623436,71.08034859,4.462,Power outage affecting traffic signals,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Day,Sunset,Dawn,Dawn
A-13041,1,2/17/2024,2/17/2024,20.66093525,89.52334185,35.63196367,80.07811496,4.477,Accident near busy intersection,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Dawn,Twilight,Night,Day
A-13042,4,12/27/2022,12/27/2022,21.67943728,83.10796177,30.83173236,68.69296964,1.44,Construction detour causing congestion,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Sunset,Dawn,Twilight,Night
A-13043,5,3/26/2022,3/26/2022,16.78470234,72.12989692,20.9389739,84.22301234,1.761,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Sunset,Dawn
A-13044,4,7/20/2024,7/20/2024,10.84349037,95.71720139,18.37730349,94.52941168,4.433,Accident near busy intersection,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Night,Day,Sunset,Day
A-13045,3,8/21/2021,8/21/2021,9.962259493,79.02321506,13.82997006,79.52668364,2.915,Heavy traffic due to construction work,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Dawn
A-13046,2,4/17/2022,4/17/2022,28.95100073,73.90564304,26.57665692,75.09219672,1.988,Vehicle breakdown on major highway,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Dawn,Night,Sunset,Sunset
A-13047,1,10/28/2021,10/28/2021,12.99781196,87.29710401,36.42871953,75.69477566,4.154,Delays caused by roadblock or construction,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Twilight,Sunset,Sunset,Dawn
A-13048,2,1/13/2020,1/13/2020,7.485722807,93.49014066,9.414413503,85.98394124,1.829,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Sunset,Day,Day,Day
A-13049,1,4/29/2022,4/29/2022,16.49648441,93.63426469,13.52024625,68.03523649,4.391,Delays caused by roadblock or construction,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Sunset,Sunset
A-13050,4,10/29/2023,10/29/2023,12.91522421,94.99143813,20.94863099,79.85662087,1.542,Heavy traffic due to construction work,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Night,Twilight,Sunset,Sunset
A-13051,5,1/25/2021,1/25/2021,25.30742973,92.53806142,27.67894188,90.27579981,4.397,Pedestrian accident causing delay,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Sunset,Night,Night,Twilight
A-13052,4,12/24/2020,12/24/2020,11.53772198,87.86084986,16.57570001,77.77823824,1.075,Construction detour causing congestion,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Night,Sunset,Night,Dawn
A-13053,3,5/11/2024,5/11/2024,25.7358007,84.00253564,19.06892452,88.49390416,4.643,Construction detour causing congestion,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Twilight,Twilight,Sunset,Twilight
A-13054,2,8/10/2024,8/10/2024,9.217527272,80.08149653,21.77530268,73.24801695,0.575,Vehicle breakdown on major highway,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Night,Night,Night
A-13055,1,5/23/2024,5/23/2024,23.68154121,91.47778839,6.113848224,91.28962866,2.499,Construction detour causing congestion,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Day,Sunset,Dawn,Sunset
A-13056,4,9/10/2023,9/10/2023,25.55254677,89.53131017,9.101842757,77.53232163,4.669,Delays caused by roadblock or construction,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Twilight,Day,Dawn,Twilight
A-13057,1,7/20/2021,7/20/2021,27.17895671,85.89687112,21.09647589,76.17373766,1.116,Vehicle breakdown on major highway,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Dawn,Twilight,Night,Twilight
A-13058,5,5/30/2023,5/30/2023,21.82698297,69.12266629,28.52533865,74.77425638,4.89,Delays caused by roadblock or construction,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sunset,Dawn,Dawn,Day
A-13059,2,12/12/2023,12/12/2023,32.41837987,76.72398233,24.38457456,71.16786076,2.596,Construction detour causing congestion,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Sunset,Sunset,Sunset,Day
A-13060,4,2/17/2023,2/17/2023,27.20633834,83.39493107,31.61782043,86.48473686,3.398,Heavy traffic due to construction work,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Dawn,Dawn,Dawn,Dawn
A-13061,5,6/2/2022,6/2/2022,20.88246246,74.08969126,19.59463625,86.06335778,4.844,Pedestrian accident causing delay,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Night,Sunset,Dawn,Dawn
A-13062,2,11/15/2022,11/15/2022,27.27632762,77.12464879,12.24037858,73.62832361,0.55,Vehicle accident with minor impact,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dawn,Day,Sunset,Dawn
A-13063,3,3/3/2024,3/3/2024,29.99371224,94.01239279,12.55409147,93.86233982,4.072,Construction detour causing congestion,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Twilight,Dawn,Twilight,Night
A-13064,4,5/2/2023,5/2/2023,15.26397516,88.4901241,24.14596491,94.42808477,4.796,Construction detour causing congestion,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Twilight,Day,Sunset,Dawn
A-13065,1,5/14/2020,5/14/2020,25.91465147,92.92015316,11.1667563,70.05710168,3.36,Accident near busy intersection,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Twilight,Night,Twilight,Dawn
A-13066,3,11/24/2020,11/24/2020,27.86787442,85.33596527,12.42379746,75.92575668,2.595,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Night,Dawn,Night,Night
A-13067,3,7/3/2023,7/3/2023,29.94725549,93.45923888,7.154411135,70.87086726,3.172,Vehicle accident with minor impact,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Dawn,Day,Night
A-13068,3,2/26/2023,2/26/2023,36.43136864,73.58152491,24.11621458,78.29852413,1.724,Heavy traffic due to construction work,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Twilight,Night,Dawn,Night
A-13069,5,5/9/2023,5/9/2023,19.83873881,72.87535542,13.05106439,90.90602548,3.271,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Night,Dawn,Sunset,Twilight
A-13070,1,10/21/2020,10/21/2020,28.93373411,79.26802999,25.28589948,95.92636313,2.883,Power outage affecting traffic signals,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Sunset,Sunset,Sunset,Day
